east,north,cat,area
1055645.98597169,1003580.15569516,403044,87294.14192000
892831.77925413,1003670.14733068,403080,65695.59134200
1063746.19526113,1003280.18357676,403125,131391.18268400
892726.77654112,1003340.17800044,403245,89094.02113500
940668.01522449,1003520.16127148,403350,51296.55762300
1035710.47088715,1003550.15848332,403368,56696.19526800
876166.34866051,1003100.20030572,403393,216885.44538900
1124227.75795554,1003430.16963596,403460,55796.25566000
1074996.48594089,1003070.20309388,403521,104392.99446100
1080831.6367068,1003490.16405964,403606,54896.31605300
919262.46215779,1003010.2086702,403732,232184.41871500
1041770.62746665,1003160.1947294,403760,62995.77252000
1043660.67630085,1002650.24212812,403762,1115025.17359800
1079241.59562406,1002470.25885707,403766,538163.88524000
1104622.25139761,1003280.18357676,403777,58496.07448200
883831.54671032,1003010.2086702,403867,58496.07448300
1091136.90296946,1003280.18357676,403914,82794.44388300
1109557.37890913,1002980.21145836,403919,487767.26722400
941238.02995227,1003280.18357676,403960,54896.31605300
1075491.4987308,1003310.1807886,404071,69295.34977200
893416.79436948,1002710.2365518,404112,162889.06894400
960618.53069661,1003040.20588204,404131,71095.22898700
1091706.91769724,1003100.20030572,404151,52196.49723100
1093311.95916755,1003190.19194124,404153,1080827.46851600
873061.26843289,1002980.21145836,404251,56696.19526800
1119667.64013335,1002170.28673867,404324,823444.74079300
1037570.51894621,1002200.28395051,404387,755049.33062900
1117357.5804471,1002470.25885707,404411,94493.65878000
934322.85128111,1003100.20030572,404447,57596.13487500
1035320.46081025,1002950.21424652,404477,92693.77956500
1098982.10567015,1003040.20588204,404588,113392.39053500
1113292.47541481,1003040.20588204,404592,154789.61247700
1124587.7672573,1003130.19751756,404597,74694.98741600
1069731.34990276,1002350.27000971,404662,642556.87970100
1094376.98668523,1003040.20588204,404765,207886.04931500
1070226.36269267,1002830.22539916,404847,100793.23603100
1100152.13590085,1002410.26443339,404856,179987.92148500
1115497.53238805,1002800.22818732,404869,103493.05485400
876496.35718711,1002680.23933996,404881,90893.90035000
881236.47966019,1002860.222611,404887,50396.61801600
1040000.58173303,1002920.21703468,404949,72895.10820100
914672.34356045,1002830.22539916,405004,243883.63361200
1039010.55615322,1002290.27558603,405035,215985.50578200
1107607.32852464,1002560.25049259,405047,215085.56617400
918707.44781759,1002410.26443339,405082,67495.47055700
1091676.91692209,1002680.23933996,405113,668655.12831600
1036430.48949066,1002800.22818732,405195,126891.48464700
1089531.86149915,1002710.2365518,405204,62095.83291200
1090821.89483043,1002740.23376364,405205,195286.89481100
885376.58663034,1002680.23933996,405232,83694.38349000
936452.90631647,1002800.22818732,405338,73795.04780900
1039640.57243128,1002740.23376364,405362,123291.72621700
1107097.31534715,1002590.24770444,405375,80094.62506100
1117582.5862607,1002620.24491628,405452,69295.34977200
952818.32915864,1002560.25049259,405499,58496.07448300
1049225.82009044,1002590.24770444,405524,69295.34977100
1076646.52857392,1002470.25885707,405528,53996.37644500
1035470.46468598,1002590.24770444,405674,53096.43683800
1075656.5029941,1002320.27279787,405690,89993.96074200
1058691.06464902,1002200.28395051,405755,295180.19123500
1114252.50021949,1002590.24770444,405860,68395.41016400
934172.84740538,1002560.25049259,405993,105292.93406900
909647.21372349,1002350.27000971,406077,122391.78661000
1070841.37858316,1002200.28395051,406121,245683.51282700
1101937.18202204,1002500.25606891,406130,226784.78107100
1113907.49130531,1002080.29510315,406135,296980.07045000
1114822.51494726,1002110.29231499,406136,251083.15047100
1077351.54678986,1001900.31183211,406224,452669.62253400
1081206.64639612,1002410.26443339,406310,62095.83291200
1123852.74826622,1002320.27279787,406333,82794.44388300
904112.07070904,1002260.27837419,406360,109792.63210600
1089891.8708009,1002290.27558603,406400,1842176.37639700
1107937.33705124,1002020.30067947,406405,291580.43280500
1041890.63056724,1001420.35644267,406555,343776.93003600
1102282.19093622,1002380.26722155,406569,50396.61801600
1115572.53432591,1002410.26443339,406575,63895.71212700
1045955.73559952,1002140.28952683,406647,368975.23904400
1086771.79018571,1001990.30346763,406657,105292.93406900
1106467.29906909,1002170.28673867,406665,115192.26975000
1075971.51113314,1002170.28673867,406723,84594.32309800
1040690.59956139,1002320.27279787,406809,85494.26270500
1101112.16070552,1001780.32298475,406821,82794.44388300
1110517.4037138,1001210.37595979,406824,301479.76848700
1110832.41185284,999830.50421514,406921,2260648.29384800
1113412.4785154,1001780.32298475,407016,185387.55912900
1087476.80840164,1002140.28952683,407080,140390.57875800
1120927.67268948,1001780.32298475,407098,354576.20532500
1094631.99327397,1002230.28116235,407168,83694.38349000
888136.65794378,1001870.31462027,407200,90893.90035000
1056020.99566102,1002140.28952683,407313,50396.61801600
1042595.64878317,1001960.30625579,407390,153889.67286900
1047005.76272964,1001750.32577291,407391,487767.26722400
1060326.10689448,1001930.30904395,407395,177288.10266200
1109287.37193282,1002080.29510315,407411,77394.80623900
1115707.53781407,1001930.30904395,407500,123291.72621700
1120507.66183744,1001930.30904395,407503,68395.41016400
1122142.70408289,1002050.29789131,407504,56696.19526800
1041320.61583946,1001450.35365451,407568,182687.74030700
1048550.80264966,1001930.30904395,407744,59396.01409000
1069851.35300335,1001660.33413739,407747,336577.41317600
1040030.58250818,1001480.35086635,407815,935937.19172100
1042220.63909384,1001180.37874795,407819,222285.08303400
1075896.50919527,1001510.34807819,407825,207886.04931500
1106362.29635608,1001780.32298475,407835,103493.05485400
1041515.62087791,1001840.31740843,408006,66595.53094900
1066731.27238816,1001570.34250187,408011,209685.92853000
1037630.5204965,1001780.32298475,408088,266382.12379700
1101322.16613154,1001570.34250187,408104,95393.59838700
888391.66453252,1001780.32298475,408199,62995.77252000
1065441.23905688,1001660.33413739,408246,154789.61247700
1070421.36773112,1001720.32856107,408343,88194.08152800
1102372.19326165,1001210.37595979,408352,2351542.19419900
1061961.14913994,1001600.33971371,408418,96293.53799400
888016.65484319,1001360.36201899,408533,53096.43683800
1075356.49524264,1001390.35923083,408676,99893.29642400
1112212.44750955,1001630.33692555,408685,123291.72621700
876151.34827293,1001630.33692555,408695,71095.22898700
1036490.49104095,1001630.33692555,408738,74694.98741600
1071141.38633462,1001180.37874795,408746,793746.73374700
1121527.6881924,1001390.35923083,408766,128691.36386200
1072521.42199134,1001180.37874795,408830,434670.83038600
1079406.59988736,1001240.37317163,408833,82794.44388300
1038020.5305734,1001570.34250187,408902,81894.50427600
1098292.08784179,1001420.35644267,408914,80994.56466800
1109827.38588544,1001300.36759531,408923,201586.47206300
1043225.66506123,1001360.36201899,408990,68395.41016400
1093971.97622076,1000970.39826507,409001,297880.01005700
885781.59709481,1001270.37038347,409034,50396.61801600
1048430.79954907,1001210.37595979,409080,101693.17563900
1089726.8665376,1001360.36201899,409087,206986.10970700
1107787.33317551,1001360.36201899,409096,102593.11524600
1103917.23318167,1000850.40941771,409247,186287.49873700
1106062.28860462,1001210.37595979,409250,58496.07448300
886456.6145356,1000880.40662955,409274,120591.90739500
1100542.14597774,1001300.36759531,409336,97193.47760200
1115437.53083775,1001330.36480715,409338,61195.89330500
1103197.21457817,1001330.36480715,409412,205186.23049300
1113757.48742958,1001060.38990059,409417,87294.14192000
1066476.26579942,1001270.37038347,409480,127791.42425400
1038065.53173611,1000910.40384139,409564,291580.43280500
1061886.14720207,1001210.37595979,409571,53996.37644600
1094061.9785462,1001330.36480715,409584,51296.55762300
1110067.39208661,1001090.38711243,409590,58496.07448300
875461.33044457,1001270.37038347,409606,77394.80623800
1042985.65886007,1001270.37038347,409659,91793.83995700
1101232.1638061,1001210.37595979,409668,562462.25464000
1106857.30914599,1001000.39547691,409734,53096.43683800
1036550.49259124,1001120.38432427,409796,62095.83291200
1065696.24564562,1001180.37874795,409802,316778.74181300
880861.46997086,1000850.40941771,409904,109792.63210600
1066251.25998582,1001180.37874795,410022,85494.26270500
1106212.29248035,1000910.40384139,410025,113392.39053500
1069911.35455364,1001060.38990059,410098,321278.43985000
1109197.36960738,1001090.38711243,410109,54896.31605300
1069341.33982586,1001120.38432427,410189,77394.80623800
895816.85638116,1000850.40941771,410220,50396.61801600
1086861.79251115,1000940.40105323,410253,75594.92702400
1049180.81892772,1000910.40384139,410320,56696.19526800
1105762.28085316,1000880.40662955,410335,56696.19526800
999049.52365869,1000760.41778219,410468,70195.28937900
1079646.60608853,1000340.45681643,410543,592160.26168500
1093446.96265571,1000790.41499403,410548,524664.79112800
1101607.17349543,1000250.4651809,410549,127791.42425400
883921.54903576,1000550.43729931,410701,81894.50427600
1087026.79677445,1000490.44287563,410822,225884.84146400
1069521.34447674,1000760.41778219,410898,71995.16859400
1086366.77972124,1000700.42335851,410904,53996.37644500
1090491.88630382,999890.49863882,410907,2329943.64362100
1096447.04017031,1000490.44287563,410910,241183.81479000
1107547.32697435,1000730.42057035,410995,59396.01409000
1108597.35410446,1000580.43451115,410997,75594.92702400
1112722.46068704,1000580.43451115,410998,100793.23603100
1112227.44789713,1000400.45124011,411216,105292.93406900
884221.55678722,1000460.44566379,411235,83694.38349000
1039865.57824488,1000310.45960459,411274,81894.50427600
1085556.7587923,1000610.43172299,411280,65695.59134200
1094271.98397222,1000430.44845195,411283,121491.84700200
1115977.54479038,1000340.45681643,411531,63895.71212700
1102342.19248651,1000220.46796906,411611,140390.57875800
883696.54322216,999590.52652042,411705,155689.55208400
1047080.7646675,1000430.44845195,411824,180887.86109200
1092321.93358773,999920.49585066,411829,527364.60995000
915722.37069056,1000340.45681643,411873,64795.65173500
1042925.65730977,1000340.45681643,411900,82794.44388300
1117657.58819856,1000190.47075722,411925,134091.00150600
1000714.56667929,999470.53767306,412131,346476.74885800
1070991.38245889,1000160.47354538,412216,78294.74584600
1071951.40726357,1000130.47633354,412217,102593.11524600
1085676.76189288,1000010.48748618,412219,79194.68545300
1037720.52282194,999920.49585066,412289,62995.77252000
1072641.42509193,1000160.47354538,412384,89993.96074200
1116337.55409214,1000190.47075722,412395,52196.49723100
1066041.2545598,1000130.47633354,412551,251083.15047100
1106137.29054248,1000190.47075722,412560,78294.74584600
886936.62693793,1000070.48190986,412585,51296.55762300
1035740.4716623,999950.4930625,412637,173688.34423300
1040420.59258508,999800.5070033,412639,243883.63361200
1046015.73714982,999860.50142698,412645,151189.85404700
918452.44122885,1000070.48190986,412705,85494.26270500
1124722.77074545,999800.5070033,412742,167388.76698100
1036325.48677764,999920.49585066,412790,60295.95369700
1077936.5619052,999860.50142698,412799,62095.83291200
1068081.30726973,1000040.48469802,412901,51296.55762300
1079106.5921359,999950.4930625,412907,82794.44388300
1051895.88907844,999950.4930625,412985,175488.22344800
1067181.28401535,999980.49027434,412988,132291.12229200
1108522.35216659,999890.49863882,413001,204286.29088500
1049450.82590404,999680.51815594,413077,50396.61801600
1116547.55951816,999860.50142698,413099,53096.43683800
1038395.54026272,999800.5070033,413170,109792.63210600
1087026.79677445,999920.49585066,413183,61195.89330500
1088031.82274185,999860.50142698,413185,52196.49723100
890266.71297914,999950.4930625,413206,90893.90035000
1066506.26657456,999800.5070033,413325,86394.20231300
1114927.51766027,999560.52930858,413340,567861.89228500
1036370.48794036,999200.5627665,413486,363575.60139900
1039175.56041652,999680.51815594,413489,215985.50578200
1050395.85032114,999650.5209441,413491,82794.44388300
1055300.97705752,999650.5209441,413493,205186.23049300
1068186.30998274,999320.55161386,413563,173688.34423300
1101217.16341853,999710.51536778,413578,51296.55762300
1036970.50344328,998810.59901258,413718,413072.27980800
1056681.01271423,999650.5209441,413722,108892.69249800
1048565.80303723,999560.52930858,413885,62095.83291200
1098157.08435363,999260.55719018,413898,175488.22344800
1120882.67152676,999410.54324938,413909,100793.23603200
1057986.04643309,999380.54603754,413978,422071.67588200
1099837.12776181,999500.5348849,413993,63895.71212700
1001164.57830648,999590.52652042,414052,181787.80070000
1115782.53975193,999350.5488257,414147,105292.93406900
1116157.54944126,999380.54603754,414148,121491.84700200
1119802.6436215,999560.52930858,414150,74694.98741600
1058571.06154843,999380.54603754,414198,52196.49723100
1083876.71538412,999320.55161386,414202,206986.10970700
1084656.73553792,999560.52930858,414204,71995.16859400
1088541.83591933,999170.56555466,414207,86394.20231300
1113682.48549171,999260.55719018,414219,372574.99747300
1043660.67630085,999350.5488257,414293,55796.25566000
1071216.38827249,999410.54324938,414376,69295.34977200
1109302.37232039,999500.5348849,414391,176388.16305500
1051370.87551338,999260.55719018,414445,122391.78661000
1071771.40261269,998960.58507178,414455,233084.35832300
1103407.22000419,999200.5627665,414465,331177.77553200
918362.43890341,998960.58507178,414519,72895.10820100
1105072.2630248,999140.56834282,414560,102593.11524600
1046495.74955215,999290.55440202,414636,92693.77956500
1052375.90148078,999350.5488257,414637,54896.31605300
875641.33509545,999080.57391914,414661,63895.71212700
1064286.20921375,999200.5627665,414724,156589.49169200
881581.48857437,999230.55997834,414758,73795.04780900
1038245.53638699,999260.55719018,414800,169188.64619600
1044755.70459368,999140.56834282,414805,67495.47055700
1109677.38200971,999170.56555466,414823,84594.32309800
1037630.5204965,998690.61016522,414894,96293.53799400
1092966.95025337,998840.59622442,414913,673154.82635300
1098877.10295714,999170.56555466,414914,97193.47760200
1108987.36418136,999050.5767073,414921,65695.59134200
1037405.5146829,999140.56834282,414993,70195.28937900
1108057.34015183,999230.55997834,415023,71995.16859400
1050410.85070871,999200.5627665,415092,51296.55762300
1101322.16613154,999230.55997834,415105,83694.38349000
1045970.7359871,998960.58507178,415184,111592.51132100
1124377.76183127,999140.56834282,415215,555262.73778100
1045175.71544573,999230.55997834,415287,84594.32309800
1087506.80917679,998900.5906481,415300,123291.72621700
1049405.82474132,998780.60180074,415371,271781.76144200
1085961.76925677,999050.5767073,415384,53096.43683800
1071186.38749734,998990.58228362,415456,62995.77252000
1056681.01271423,998840.59622442,415543,135890.88072100
889366.68972476,998810.59901258,415582,77394.80623800
898276.91994314,998780.60180074,415586,95393.59838700
1123912.74981651,998990.58228362,415638,72895.10820100
1117387.58122225,999080.57391914,415718,108892.69249800
1041410.6181649,998930.58785994,415785,365375.48061400
875896.34168419,998780.60180074,415829,91793.83995700
1031480.36159156,998990.58228362,415873,57596.13487500
1064331.21037647,998810.59901258,415882,63895.71212700
1067466.29137923,998930.58785994,415970,321278.43985000
1096177.033194,998750.6045889,415973,50396.61801600
1038800.55072719,998780.60180074,416043,126891.48464700
1118467.6091275,998600.6185297,416070,489567.14643900
1113097.47037636,998720.60737706,416220,98993.35681700
1048355.79761121,997880.68544553,416376,355476.14493300
1064781.22200366,998660.61295338,416379,72895.10820100
1073661.45144689,998000.6742929,416382,556162.67738800
1090176.87816479,998540.62410602,416392,116092.20935800
1105162.26535024,998690.61016522,416400,92693.77956500
1109392.37464583,998510.62689418,416404,129591.30346900
1115437.53083775,998840.59622442,416407,62095.83291200
1043195.66428609,998690.61016522,416464,64795.65173500
1048115.79141004,998450.6324705,416467,61195.89330500
1056501.00806336,998480.62968234,416571,75594.92702400
1085616.76034259,997250.74399689,416585,2665621.11719000
1106482.29945666,998330.64362314,416596,188987.31755900
1110217.39596234,998330.64362314,416600,412172.34020000
1114402.50409522,998600.6185297,416604,80994.56466800
1099177.1107086,998660.61295338,416670,67495.47055700
889921.70406497,998600.6185297,416706,56696.19526800
1047515.77590712,998330.64362314,416827,746949.87416200
1053995.94333866,998600.6185297,416830,173688.34423300
1083306.70065634,998330.64362314,416834,55796.25566000
1111402.42658061,998360.64083498,416924,54896.31605300
1064586.21696521,998330.64362314,416990,463468.89782300
1103272.21651603,998450.6324705,417001,102593.11524600
1112017.44247111,998600.6185297,417009,63895.71212700
923432.56990309,997820.69102185,417201,223185.02264100
1043030.66002278,998510.62689418,417231,55796.25566000
1045805.73172379,996710.79418377,417233,2055462.06335600
1049945.83869395,998300.6464113,417234,123291.72621700
1042610.64917074,998060.66871658,417320,125991.54503900
1070586.37199442,998300.6464113,417327,82794.44388300
1098727.09908141,998480.62968234,417332,59396.01409000
1114582.50874609,997880.68544553,417338,730750.96122900
1072776.42858008,998420.63525866,417411,56696.19526800
1090206.87893993,998360.64083498,417516,99893.29642400
1102762.20333855,997970.67708106,417520,89993.96074200
1113607.48355385,998450.6324705,417526,51296.55762300
1098382.09016723,998390.63804682,417617,52196.49723100
1105192.26612538,998270.64919946,417621,177288.10266300
1117312.57928438,997970.67708106,417820,51296.55762300
1072566.42315406,998120.66314026,417890,191687.13638100
1106782.30720812,998030.67150474,417900,66595.53094900
1119547.63703276,998000.6742929,417908,65695.59134200
1043525.67281269,998000.6742929,417977,119691.96778700
1044200.69025348,998180.65756394,417978,82794.44388300
1044950.70963213,998000.6742929,418071,109792.63210600
1116142.54905369,998240.65198762,418087,66595.53094900
871801.23587676,997850.68823369,418095,87294.14192000
871621.23122588,998120.66314026,418187,143990.33718800
1071726.40144997,997850.68823369,418267,89094.02113500
1087596.81150223,997640.70775081,418272,251083.15047100
1098277.08745422,998030.67150474,418276,79194.68545300
1115242.5257993,997160.75236137,418288,548963.16052900
870646.20603363,997730.69938633,418292,57596.13487500
1093131.95451667,997160.75236137,418373,789247.03571100
1045985.73637467,997730.69938633,418460,203386.35127800
1090551.88785411,996890.77745481,418471,1475900.95617500
1113622.48394142,997610.71053897,418565,303279.64770200
1124002.75214195,997790.69381001,418571,217785.38499600
1035515.4658487,997700.70217449,418628,282581.03673100
1042265.64025656,997400.73005609,418706,426571.37391900
1088646.83863234,997700.70217449,418716,224984.90185600
1101907.18124689,997970.67708106,418719,58496.07448200
888076.65639348,997610.71053897,418895,164688.94815900
1037285.51158232,997820.69102185,418949,326678.07749500
1038200.53522427,997820.69102185,418952,260082.54654600
1092756.94482735,997340.73563241,418961,219585.26421200
1116907.56881991,997400.73005609,418972,111592.51132000
900136.96800219,997220.74678505,418989,145790.21640300
1117462.58316011,997880.68544553,419137,138590.69954300
903872.06450787,997700.70217449,419243,93593.71917200
1042640.64994589,997760.69659817,419268,53096.43683800
1056125.99837403,997580.71332713,419351,61195.89330500
1101667.17504572,997580.71332713,419360,470668.41468300
1110577.4052641,997730.69938633,419365,53096.43683800
898771.93273305,997670.70496265,419463,90893.90035000
1071816.40377541,997640.70775081,419523,116992.14896500
1079736.60841397,997610.71053897,419524,179987.92148500
1096957.05334779,997700.70217449,419529,82794.44388300
1100812.15295406,997580.71332713,419616,398673.24608900
898381.92265615,997700.70217449,419643,55796.25566000
1043525.67281269,997190.74957321,419688,140390.57875800
1064736.22084095,997490.72169161,419795,135890.88072100
1089171.8521974,996650.79976009,419886,1232917.26217100
1096732.0475342,997310.73842057,419967,96293.53799400
871501.2281253,997310.73842057,420060,80994.56466800
1035170.45693452,997430.72726793,420120,227684.72067800
1046345.74567642,997280.74120873,420129,62995.77252000
1079121.59252347,997430.72726793,420216,70195.28937900
1119682.64052092,997310.73842057,420236,64795.65173500
1124362.7614437,997430.72726793,420237,51296.55762300
1072011.40881386,997280.74120873,420319,59396.01409000
1067736.29835555,997430.72726793,420408,53996.37644500
870481.20177033,997130.75514953,420423,477867.93154200
1031390.35926612,997370.73284425,420485,50396.61801600
1087341.80491349,997340.73563241,420506,53996.37644500
1088346.83088088,995750.88340489,420507,820744.92197000
871921.23897734,996980.76909033,420525,94493.65877900
1088496.83475661,997310.73842057,420704,66595.53094900
1041125.61080101,996920.77466665,420860,178188.04227000
1099792.12659909,997160.75236137,420871,108892.69249800
1041770.62746665,996860.78024297,420944,212385.74735200
1105282.26845082,997130.75514953,421140,74694.98741600
1079571.60415066,996380.82485353,421207,503066.24055000
888526.66802067,996980.76909033,421240,113392.39053500
875671.3358706,997010.76630217,421315,311379.10416900
1043270.66622395,997100.75793769,421377,65695.59134200
1113547.48200355,996800.78581929,421395,54896.31605300
1117567.58587312,996920.77466665,421398,62095.83291200
1042820.65459676,996830.78303113,421461,308679.28534600
1045040.71195757,996530.81091273,421463,256482.78811600
1065231.23363085,997040.76351401,421467,118792.02818000
870616.20525849,996710.79418377,421566,73795.04780900
1035620.46856171,996350.82764169,421630,445470.10567500
1089606.86343701,997010.76630217,421645,63895.71212700
1070031.35765422,996800.78581929,421726,60295.95369700
1116997.57114535,996680.79697193,421738,108892.69249800
1077726.55647918,996830.78303113,421810,67495.47055700
1094271.98397222,996830.78303113,421813,176388.16305500
1101847.1796966,996920.77466665,421818,127791.42425400
897871.90947867,996740.79139561,421925,55796.25566000
1091631.91575937,996620.80254825,421989,134091.00150600
1115587.53471348,996650.79976009,422002,174588.28384000
921692.52494462,996380.82485353,422040,95393.59838700
1037465.51623319,996680.79697193,422074,101693.17563900
1084896.74173908,996860.78024297,422097,61195.89330500
882541.51337904,996590.80533641,422205,194386.95520400
1062396.16037955,996680.79697193,422262,54896.31605300
1103092.21186516,996500.81370089,422276,72895.10820100
1077456.54950287,996470.81648905,422361,261882.42576100
1103512.2227172,996740.79139561,422370,128691.36386200
1044380.69490436,996770.78860745,422442,62095.83291200
1038380.53987515,996710.79418377,422533,110692.57171300
1056080.99721131,996440.81927721,422536,55796.25566000
1116427.55641757,996470.81648905,422549,119691.96778700
1114132.4971189,995720.88619305,422627,241183.81479000
1057356.03015502,996050.85552329,422718,972834.71562500
1101622.173883,996410.82206537,422727,137690.75993600
1040165.58599634,996230.83879433,422803,305079.52691700
1041905.63095481,996590.80533641,422807,103493.05485400
1039070.55770351,996560.80812457,422895,125991.54503900
1074021.46074864,996320.83042985,422902,76494.86663100
1087146.79987504,996410.82206537,422906,151189.85404700
1114792.51417211,996350.82764169,422922,56696.19526800
1043795.67978901,995990.86109961,423000,284380.91594600
1080591.63050563,996440.81927721,423011,50396.61801600
1037825.52553495,996230.83879433,423175,168288.70658800
1114192.49866919,996110.84994697,423200,74694.98741600
1118557.61145294,995150.93916808,423205,1528997.39301300
889711.69863894,996110.84994697,423222,234884.23753800
1076391.52198518,996440.81927721,423272,75594.92702400
1093431.96226813,996440.81927721,423274,144890.27679500
1102177.1882232,996170.84437065,423276,206086.17010000
1103302.21729118,996230.83879433,423277,123291.72621700
1117162.57540865,996320.83042985,423284,110692.57171300
1091106.90219432,996020.85831145,423373,226784.78107100
1065666.24487047,995720.88619305,423530,345576.80925100
906767.13930947,996170.84437065,423582,206086.17010000
1074966.48516575,996230.83879433,423720,58496.07448300
882076.50136428,995990.86109961,423744,123291.72621700
1045130.71428301,996260.83600617,423802,89993.96074200
1099987.13163754,995840.87504041,423815,152089.79365500
905867.11605509,996200.84158249,423847,133191.06189900
1086441.78165911,996110.84994697,423908,74694.98741600
1114837.51533483,996260.83600617,423919,141290.51836500
1084101.72119771,996230.83879433,424079,62095.83291200
891106.73468323,996080.85273513,424097,60295.95369700
1073571.44912145,995930.86667593,424143,130491.24307600
1102927.20760186,995990.86109961,424153,170088.58580300
1040555.59607324,996050.85552329,424230,50396.61801600
1089861.87002575,996170.84437065,424236,120591.90739500
1091691.91730966,995960.86388777,424237,59396.01409000
1119187.62773101,996140.84715881,424335,65695.59134200
1098622.0963684,995840.87504041,424416,90893.90035000
1041710.62591636,995420.91407464,424486,322178.37945700
1087566.81072708,995960.86388777,424661,272681.70104900
1098037.08125305,995780.88061673,424664,238483.99596700
1115902.54285252,995840.87504041,424670,182687.74030700
1034720.44530733,995930.86667593,424728,186287.49873700
1080471.62740504,995900.86946409,424734,61195.89330500
889591.69553836,995570.90013384,424755,335677.47357000
1036310.48639007,995900.86946409,424872,51296.55762300
1086381.78010881,995870.87225225,424884,76494.86663100
950148.26017064,995870.87225225,424939,50396.61801600
1087806.81692825,995900.86946409,424972,107092.81328300
1089621.86382459,995420.91407464,424973,1428204.15698200
1031300.35694068,995840.87504041,425037,54896.31605300
1035425.46352326,994910.96147336,425038,948536.34622500
1035605.46817414,995810.87782857,425039,125091.60543200
1096297.03629458,995690.8889812,425049,53096.43683800
1045385.72087175,995480.90849832,425135,145790.21640300
1103827.23085624,995600.89734568,425147,143990.33718800
1107412.32348619,995780.88061673,425216,50396.61801600
1100947.15644222,995660.89176936,425297,225884.84146300
875656.33548302,995450.91128648,425312,163789.00855100
891376.74165955,995690.8889812,425322,107992.75289100
1042505.64645773,995390.9168628,425364,235784.17714500
1097107.05722352,995510.90571016,425460,57596.13487500
1103317.21767875,995540.902922,425467,62095.83291200
1105297.26883839,995570.90013384,425468,369875.17865100
1039880.57863245,995510.90571016,425623,123291.72621700
1044920.70885699,995570.90013384,425626,85494.26270500
1074861.48245273,995510.90571016,425636,155689.55208400
1072311.41656532,995300.92522728,425708,181787.80070000
1093881.97389532,995060.94753256,425712,428371.25313400
1100617.14791561,995360.91965096,425721,114292.33014300
1065471.23983202,995180.93637992,425797,244783.57321900
891796.75251159,995330.92243912,425934,86394.20231300
1096642.04520876,995450.91128648,425985,74694.98741600
1114372.50332007,995510.90571016,425993,87294.14192000
875206.32385583,995090.9447444,425999,172788.40462500
1103827.23085624,995090.9447444,426145,201586.47206300
1049465.82629161,995270.92801544,426204,139490.63915100
1068681.32277265,995330.92243912,426211,71095.22898600
1091481.91188364,995210.93359176,426218,143990.33718800
1056891.01814026,995210.93359176,426315,290680.49319800
1073496.44718359,995330.92243912,426323,65695.59134200
1112242.4482847,995420.91407464,426339,82794.44388300
1043165.66351094,995150.93916808,426402,135890.88072100
1086636.78669755,994491.0005076,426410,229484.59989300
1107487.32542405,995030.95032072,426418,198886.65324100
1122862.7226864,995240.9308036,426427,303279.64770200
1036850.5003427,995330.92243912,426496,61195.89330500
1079421.60027493,994970.95589704,426505,76494.86663100
1105162.26535024,995270.92801544,426512,50396.61801600
888391.66453252,995240.9308036,426529,67495.47055700
900286.97187792,995330.92243912,426539,95393.59838700
1039025.55654079,995150.93916808,426575,71995.16859400
1039640.57243128,994251.02281288,426747,1206819.01355500
889981.70561526,995150.93916808,426792,206086.17010000
1044665.70226824,995210.93359176,426840,56696.19526800
1069611.34680218,995180.93637992,426844,485967.38800900
1072971.43361853,995030.95032072,426848,74694.98741600
1103122.2126403,995090.9447444,426862,254682.90890100
1114882.51649755,995030.95032072,426871,122391.78661000
888256.66104436,995120.94195624,426888,95393.59838700
1105837.28279102,994161.03117736,426947,775747.94159900
921932.53114579,994820.96983784,427078,71995.16859400
1038215.53561185,995000.95310888,427123,136790.82032900
1113067.46960122,995060.94753256,427146,53996.37644600
1068396.31540876,994760.97541416,427222,138590.69954300
1104217.24093313,995060.94753256,427231,101693.17563900
1115707.53781407,994910.96147336,427237,57596.13487500
933557.83151488,994970.95589704,427271,53996.37644500
1092681.94288948,994970.95589704,427308,72895.10820100
1036265.48522735,994760.97541416,427367,716351.92750900
1045295.71854631,994970.95589704,427375,130491.24307700
1045625.72707292,994580.99214312,427376,642556.87970100
870856.21145966,994640.9865668,427398,50396.61801600
1042655.65033346,994940.9586852,427453,57596.13487500
1093161.95529182,994970.95589704,427464,57596.13487500
1093851.97312018,994311.01723656,427465,72895.10820100
1121197.67966579,994970.95589704,427477,72895.10820100
891016.7323578,994880.96426152,427573,104392.99446100
1074486.47276341,994640.9865668,427627,63895.71212700
1088871.84444594,994880.96426152,427628,170988.52541100
1041545.62165306,994790.972626,427710,56696.19526800
1107067.31457201,994820.96983784,427726,70195.28937900
1107457.32464891,994700.98099048,427727,395973.42726700
875926.34245934,994820.96983784,427743,121491.84700200
1047095.76505507,994491.0005076,427807,246583.45243400
1101172.16225581,994550.99493128,427819,57596.13487500
925487.6230006,994670.98377864,427857,55796.25566000
1096672.04598391,994670.98377864,427890,65695.59134200
1094721.99559941,994610.98935496,427984,264582.24458300
870541.20332062,994580.99214312,428085,102593.11524600
1032290.3825205,994281.02002472,428165,79194.68545300
1042370.64296957,994640.9865668,428172,77394.80623800
1074846.48206516,994580.99214312,428260,74694.98741600
871276.2223117,994341.0144484,428381,175488.22344800
1090341.88242809,993861.05905896,428476,501266.36133500
1090311.88165295,994491.0005076,428477,71095.22898700
1092546.93940133,994461.00329576,428478,323978.25867300
1060746.11774652,994401.00887208,428664,98093.41720900
1078731.58244657,993951.05069448,428837,166488.82737300
